movie_financial_summary_display_name,movie_financial_summary_domestic_box_office,movie_financial_summary_production_budget,movie_acting_role_display_name,movie_acting_role_billing,movie_acting_role_character_name,movie_technical_role_display_name,movie_genre_display_name,movie_source_display_name,movie_creative_type_display_name,movie_production_method_display_name,movie_sequel,movie_theatrical_release_release_date
Surrogates,38577772,80000000,Bruce Willis,1,Greer,Jonathan Mostow,Action,Based on Comic/Graphic Novel,Science Fiction,Live Action,0,2009-09-25
Surrogates,38577772,80000000,Radha Mitchell,2,Peters,Jonathan Mostow,Action,Based on Comic/Graphic Novel,Science Fiction,Live Action,0,2009-09-25
Surrogates,38577772,80000000,Rosamund Pike,3,Maggie,Jonathan Mostow,Action,Based on Comic/Graphic Novel,Science Fiction,Live Action,0,2009-09-25
Surveillance,27349,3500000,Bill Pullman,2,Federal Officer Sam Hallaway,Jennifer Lynch,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2009-06-26
Surveillance,27349,3500000,Julia Ormond,1,Federal Officer Elizabeth Anderson,Jennifer Lynch,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2009-06-26
Sweet Home Alabama,127214072,38000000,Patrick Dempsey,3,Andrew,Andy Tennant,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2002-09-27
Sweet Home Alabama,127214072,38000000,Josh Lucas,2,Jake,Andy Tennant,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2002-09-27
Sweet Home Alabama,127214072,38000000,Reese Witherspoon,1,Melanie,Andy Tennant,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2002-09-27
Take Shelter,1728953,4750000,Jessica Chastain,2,Samantha LaForce,Jeff Nichols,Drama,Original Screenplay,Fantasy,Live Action,0,2011-09-30
Take Shelter,1728953,4750000,Shea Whigham,3,Dewart,Jeff Nichols,Drama,Original Screenplay,Fantasy,Live Action,0,2011-09-30
Take Shelter,1728953,4750000,Michael Shannon,1,Curtis LaForche,Jeff Nichols,Drama,Original Screenplay,Fantasy,Live Action,0,2011-09-30
Taken,145000989,25000000,Maggie Grace,2,Kim,Pierre Morel,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2009-01-30
Taken,145000989,25000000,Famke Janssen,3,Lenore,Pierre Morel,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2009-01-30
Taken,145000989,25000000,Liam Neeson,1,Bryan,Pierre Morel,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2009-01-30
Takers,57744720,32000000,Matt Dillon,3,Jack Welles,Will Packer,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2010-08-27
Takers,57744720,32000000,Hayden Christensen,2,A.J.,Will Packer,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2010-08-27
Takers,57744720,32000000,Chris Brown,1,Jessie Attica,Will Packer,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2010-08-27
Taking Woodstock,7460204,29000000,Dan Fogler,2,Devon,Ang Lee,Drama,Based on Fiction Book/Short Story,Dramatization,Live Action,0,2009-08-28
Taking Woodstock,7460204,29000000,Demetri Martin,1,Elliot Teichberg,Ang Lee,Drama,Based on Fiction Book/Short Story,Dramatization,Live Action,0,2009-08-28
Taking Woodstock,7460204,29000000,Henry Goodman,3,Jake Teichberg,Ang Lee,Drama,Based on Fiction Book/Short Story,Dramatization,Live Action,0,2009-08-28
Talladega Nights: The Ballad of Ricky Bobby,148213377,73000000,John C. Reilly,2,Cal Naughton,Adam McKay,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2006-08-04
Talladega Nights: The Ballad of Ricky Bobby,148213377,73000000,Michael Clarke Duncan,3,Lucius Washington,Adam McKay,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2006-08-04
Talladega Nights: The Ballad of Ricky Bobby,148213377,73000000,Will Ferrell,1,Ricky Bobby,Adam McKay,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2006-08-04
Tangled,200821936,260000000,Mandy Moore,2,Rapunzel,Roy Conli,Adventure,Based on Folk Tale/Legend/Fairytale,Kids Fiction,Digital Animation,0,2010-11-24
Tangled,200821936,260000000,Zachary Levi,1,Flynn Rider,Roy Conli,Adventure,Based on Folk Tale/Legend/Fairytale,Kids Fiction,Digital Animation,0,2010-11-24
Tangled,200821936,260000000,Donna Murphy,3,Mother Gothel,Roy Conli,Adventure,Based on Folk Tale/Legend/Fairytale,Kids Fiction,Digital Animation,0,2010-11-24
Tanner Hall,5073,3000000,Rooney Mara,1,Fernanda,Francesca Gregorini,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2011-09-09
Tanner Hall,5073,3000000,Georgia King,2,Victoria,Francesca Gregorini,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2011-09-09
Tanner Hall,5073,3000000,Brie Larson,3,Kate,Francesca Gregorini,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2011-09-09
Tarzan,171091819,145000000,Minnie Driver,3,Jane,Kevin Lima,Adventure,Based on Fiction Book/Short Story,Historical Fiction,Hand Animation,0,1999-06-16
Tarzan,171091819,145000000,Brian Blessed,1,Clayton,Kevin Lima,Adventure,Based on Fiction Book/Short Story,Historical Fiction,Hand Animation,0,1999-06-16
Tarzan,171091819,145000000,Glenn Close,2,Kala,Kevin Lima,Adventure,Based on Fiction Book/Short Story,Historical Fiction,Hand Animation,0,1999-06-16
Tears of the Sun,43632458,75000000,Bruce Willis,1,Lieutenant A.K. Waters,Antoine Fuqua,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2003-03-07
Tears of the Sun,43632458,75000000,Monica Bellucci,2,Dr. Lena Kendricks,Antoine Fuqua,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2003-03-07
Tears of the Sun,43632458,75000000,Cole Hauser,3,James Atkins,Antoine Fuqua,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2003-03-07
Ted,218665740,50000000,Seth MacFarlane,3,Ted,Seth MacFarlane,Comedy,Original Screenplay,Contemporary Fiction,Animation/Live Action,0,2012-06-29
Ted,218665740,50000000,Mark Wahlberg,1,John Bennett,Seth MacFarlane,Comedy,Original Screenplay,Contemporary Fiction,Animation/Live Action,0,2012-06-29
Ted,218665740,50000000,Mila Kunis,2,Lori Collins,Seth MacFarlane,Comedy,Original Screenplay,Contemporary Fiction,Animation/Live Action,0,2012-06-29
Terminator Salvation: The Future Begins,125322469,200000000,Moon Bloodgood,3,Blair Williams,Joseph McGinty Nichol,Action,Original Screenplay,Science Fiction,Live Action,1,2009-05-21
Terminator Salvation: The Future Begins,125322469,200000000,Christian Bale,1,John Connor,Joseph McGinty Nichol,Action,Original Screenplay,Science Fiction,Live Action,1,2009-05-21
Terminator Salvation: The Future Begins,125322469,200000000,Sam Worthington,2,Marcus Wright,Joseph McGinty Nichol,Action,Original Screenplay,Science Fiction,Live Action,1,2009-05-21
Texas Chainsaw 3D,34341945,20000000,Dan Yeager,2,Leatherface,John Luessenhop,Horror,Original Screenplay,Contemporary Fiction,Live Action,1,2013-01-04
Texas Chainsaw 3D,34341945,20000000,Alexandra Daddario,1,Heather Miller,John Luessenhop,Horror,Original Screenplay,Contemporary Fiction,Live Action,1,2013-01-04
Texas Chainsaw 3D,34341945,20000000,Trey Songz,3,Ryan,John Luessenhop,Horror,Original Screenplay,Contemporary Fiction,Live Action,1,2013-01-04
Thank You For Smoking,24793509,7500000,Aaron Eckhart,1,Nick Naylor,Jason Reitman,Black Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2006-03-17
Thank You For Smoking,24793509,7500000,Cameron Bright,3,Joey Naylor,Jason Reitman,Black Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2006-03-17
Thank You For Smoking,24793509,7500000,Maria Bello,2,Polly Bailey,Jason Reitman,Black Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2006-03-17
That Thing You Do!,25857416,2500000,Liv Tyler,2,Faye Dolan,Tom Hanks,Drama,Original Screenplay,Historical Fiction,Live Action,0,1996-10-04
That Thing You Do!,25857416,2500000,Tom Everett Scott,1,Guy Patterson,Tom Hanks,Drama,Original Screenplay,Historical Fiction,Live Action,0,1996-10-04
That Thing You Do!,25857416,2500000,Jonathan Schaech,3,Jimmy,Tom Hanks,Drama,Original Screenplay,Historical Fiction,Live Action,0,1996-10-04
That's My Boy,36931089,67500000,Adam Sandler,1,Donny,Sean Anders,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2012-06-15
That's My Boy,36931089,67500000,Andy Samberg,2,Todd,Sean Anders,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2012-06-15
That's My Boy,36931089,67500000,Leighton Meester,3,Jamie,Sean Anders,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2012-06-15
The 40 Year-old Virgin,109449237,26000000,Paul Rudd,3,David,Judd Apatow,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2005-08-19
The 40 Year-old Virgin,109449237,26000000,Catherine Keener,2,Trish,Judd Apatow,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2005-08-19
The 40 Year-old Virgin,109449237,26000000,Steve Carell,1,Andy Stitzer,Judd Apatow,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2005-08-19
The 5th Quarter,408159,6000000,Aidan Quinn,1,Steven Abbate,Rick Bieber,Drama,Based on Real Life Events,Dramatization,Live Action,0,2011-03-25
The 5th Quarter,408159,6000000,Andie MacDowell ,2,Maryanne Abbate,Rick Bieber,Drama,Based on Real Life Events,Dramatization,Live Action,0,2011-03-25
The 5th Quarter,408159,6000000,Ryan Merriman ,3,Jon Abbate,Rick Bieber,Drama,Based on Real Life Events,Dramatization,Live Action,0,2011-03-25
The A-Team,77222099,110000000,Jessica Biel,3,Charissa Sosa,Brian Bloom,Action,Based on TV,Contemporary Fiction,Live Action,0,2010-06-11
The A-Team,77222099,110000000,Liam Neeson,1,Hannibal,Brian Bloom,Action,Based on TV,Contemporary Fiction,Live Action,0,2010-06-11
The A-Team,77222099,110000000,Bradley Cooper,2,Face,Brian Bloom,Action,Based on TV,Contemporary Fiction,Live Action,0,2010-06-11
The Adjustment Bureau,62495645,50200000,Matt Damon,1,David Norris,Isa Dick Hackett,Thriller/Suspense,Based on Fiction Book/Short Story,Science Fiction,Live Action,0,2011-03-04
The Adjustment Bureau,62495645,50200000,Anthony Mackie,3,Harry Mitchell,Isa Dick Hackett,Thriller/Suspense,Based on Fiction Book/Short Story,Science Fiction,Live Action,0,2011-03-04
The Adjustment Bureau,62495645,50200000,Emily Blunt,2,Elise Sellas,Isa Dick Hackett,Thriller/Suspense,Based on Fiction Book/Short Story,Science Fiction,Live Action,0,2011-03-04
The Adventures of Tintin,77591831,130000000,Daniel Craig,3,Red Rackham,Steven Spielberg,Adventure,Based on Comic/Graphic Novel,Contemporary Fiction,Digital Animation,0,2011-12-21
The Adventures of Tintin,77591831,130000000,Jamie Bell,1,Tintin,Steven Spielberg,Adventure,Based on Comic/Graphic Novel,Contemporary Fiction,Digital Animation,0,2011-12-21
The Adventures of Tintin,77591831,130000000,Andy Serkis,2,Captain Haddock/Sir Francis Haddock,Steven Spielberg,Adventure,Based on Comic/Graphic Novel,Contemporary Fiction,Digital Animation,0,2011-12-21
The Amazing Spider-Man,262030663,220000000,Andrew Garfield,1,Peter Parker / Spider-Man,Steve Kloves,Adventure,Based on Comic/Graphic Novel,Super Hero,Live Action,1,2012-07-03
The Amazing Spider-Man,262030663,220000000,Emma Stone,2,Gwen Stacy,Steve Kloves,Adventure,Based on Comic/Graphic Novel,Super Hero,Live Action,1,2012-07-03
The Amazing Spider-Man,262030663,220000000,Rhys Ifans,3,The Lizard / Dr. Curt Connors,Steve Kloves,Adventure,Based on Comic/Graphic Novel,Super Hero,Live Action,1,2012-07-03
The Amityville Horror,65233369,18500000,Melissa George,2,Kathy Lutz,Andrew Douglas,Horror,Remake,Historical Fiction,Live Action,0,2005-04-15
The Amityville Horror,65233369,18500000,Ryan Reynolds,1,George Lutz,Andrew Douglas,Horror,Remake,Historical Fiction,Live Action,0,2005-04-15
The Amityville Horror,65233369,18500000,Jesse James,3,Billy Lutz,Andrew Douglas,Horror,Remake,Historical Fiction,Live Action,0,2005-04-15
The Animal,55762229,22000000,John C. McGinley,3,Sgt. Sisk,Luke Greenfield,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2001-06-01
The Animal,55762229,22000000,Colleen Haskell,2,Rianna,Luke Greenfield,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2001-06-01
The Animal,55762229,22000000,Rob Schneider,1,Marvin,Luke Greenfield,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2001-06-01
The Apparition,4936819,17000000,Ashley Greene,1,Kelly,Todd Lincoln,Horror,Original Screenplay,Contemporary Fiction,Live Action,0,2012-08-24
The Apparition,4936819,17000000,Sebastian Stan,2,Benl,Todd Lincoln,Horror,Original Screenplay,Contemporary Fiction,Live Action,0,2012-08-24
The Apparition,4936819,17000000,Tom Felton,3,Patrick,Todd Lincoln,Horror,Original Screenplay,Contemporary Fiction,Live Action,0,2012-08-24
The Astronaut's Wife,10672566,34000000,Charlize Theron,2,Jillian Armacost,Andrew Lazar,Thriller/Suspense,Original Screenplay,Science Fiction,Live Action,0,1999-08-27
The Astronaut's Wife,10672566,34000000,Joe Morton,3,Sherman Reese,Andrew Lazar,Thriller/Suspense,Original Screenplay,Science Fiction,Live Action,0,1999-08-27
The Astronaut's Wife,10672566,34000000,Johnny Depp,1,Spencer Armacost,Andrew Lazar,Thriller/Suspense,Original Screenplay,Science Fiction,Live Action,0,1999-08-27
The Back-up Plan,37490007,35000000,Anthony Anderson,3,,,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2010-04-23
The Back-up Plan,37490007,35000000,Jennifer Lopez,1,Zoe,,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2010-04-23
The Back-up Plan,37490007,35000000,Alex O'Loughlin,2,Stan,,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2010-04-23
The Beaver,970816,21000000,Mel Gibson,1,Walter Black,Avy Kaufman,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-05-06
The Beaver,970816,21000000,Cherry Jones,2,Vice President,Avy Kaufman,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-05-06
The Beaver,970816,21000000,Jodie Foster,3,Meredith Black,Avy Kaufman,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-05-06
The Best Exotic Marigold Hotel,46383639,10000000,Judi Dench,1,Evelyn Greenslade,John Madden,Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2012-05-04
The Best Exotic Marigold Hotel,46383639,10000000,Bill Nighy,2,Douglas Ainslie,John Madden,Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2012-05-04
The Best Exotic Marigold Hotel,46383639,10000000,Penelope Wilton,3,Jean Ainslie,John Madden,Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2012-05-04
The Best Man Holiday,63499700,17000000,Taye Diggs,2,Harper,Malcolm D. Lee,Comedy,Original Screenplay,Contemporary Fiction,Live Action,1,2013-11-15
The Best Man Holiday,63499700,17000000,Regina Hall,3,Candace,Malcolm D. Lee,Comedy,Original Screenplay,Contemporary Fiction,Live Action,1,2013-11-15
The Best Man Holiday,63499700,17000000,Morris Chestnut,1,Lance,Malcolm D. Lee,Comedy,Original Screenplay,Contemporary Fiction,Live Action,1,2013-11-15
The Big Lebowski,17498804,15000000,Julianne Moore,3,Maude Lebowski,Joel Coen,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,1998-03-06
The Big Lebowski,17498804,15000000,John Goodman,2,Walter Sobchak,Joel Coen,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,1998-03-06
The Big Lebowski,17498804,15000000,Jeff Bridges,1,The Dude,Joel Coen,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,1998-03-06
The Big Wedding,21819348,32500000,Robert De Niro,1,Don,Justin Zackham,Romantic Comedy,Remake,Contemporary Fiction,Live Action,0,2013-04-26
The Big Wedding,21819348,32500000,Diane Keaton,3,Ellie,Justin Zackham,Romantic Comedy,Remake,Contemporary Fiction,Live Action,0,2013-04-26
The Big Wedding,21819348,32500000,Katherine Heigl,2,Lyla,Justin Zackham,Romantic Comedy,Remake,Contemporary Fiction,Live Action,0,2013-04-26
The Blind Side,255959475,35000000,Sandra Bullock,1,Leigh Anne Tuohy,John Lee Hancock,Drama,Based on Factual Book/Article,Dramatization,Live Action,0,2009-11-20
The Blind Side,255959475,35000000,Quinton Aaron,3,Michael Oher,John Lee Hancock,Drama,Based on Factual Book/Article,Dramatization,Live Action,0,2009-11-20
The Blind Side,255959475,35000000,Tim McGraw,2,Sean Tuohy,John Lee Hancock,Drama,Based on Factual Book/Article,Dramatization,Live Action,0,2009-11-20
The Bodyguard,121945720,25000000,Mike Starr,3,Tony Scipelli,Mick Jackson,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,1992-11-25
The Bodyguard,121945720,25000000,Whitney Houston,2,Rachel Marron,Mick Jackson,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,1992-11-25
The Bodyguard,121945720,25000000,Kevin Costner,1,Frank Farmer,Mick Jackson,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,1992-11-25
The Book of Eli,94835059,80000000,Denzel Washington,1,Eli,The Hughes Brothers,Action,Original Screenplay,Science Fiction,Live Action,0,2010-01-15
The Book of Eli,94835059,80000000,Mila Kunis,3,Solara,The Hughes Brothers,Action,Original Screenplay,Science Fiction,Live Action,0,2010-01-15
The Book of Eli,94835059,80000000,Gary Oldman,2,Carnegie,The Hughes Brothers,Action,Original Screenplay,Science Fiction,Live Action,0,2010-01-15
The Book Thief,8215216,19000000,Emily Watson,2,Rosa Hubermann,Brian Percival,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2013-11-08
The Book Thief,8215216,19000000,Sophie Nelisse,3,Liesel,Brian Percival,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2013-11-08
The Book Thief,8215216,19000000,Geoffrey Rush,1,Hans Hubermann,Brian Percival,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2013-11-08
The Bounty Hunter,67061228,45000000,Gerard Butler,2,Milo Boyd,Andy Tennant,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2010-03-19
The Bounty Hunter,67061228,45000000,Jennifer Aniston,1,Nicole Hurley,Andy Tennant,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2010-03-19
The Bounty Hunter,67061228,45000000,Christine Baranski,3,Kitty Hurley,Andy Tennant,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2010-03-19
The Bourne Identity,121468960,60000000,Matt Damon,1,Jason Bourne,Doug Liman,Thriller/Suspense,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2002-06-14
The Bourne Identity,121468960,60000000,Chris Cooper,3,Conklin,Doug Liman,Thriller/Suspense,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2002-06-14
The Bourne Identity,121468960,60000000,Franka Potente,2,Marie St. Jaques,Doug Liman,Thriller/Suspense,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2002-06-14
The Break Up,118806699,52000000,Joey Lauren Adams,3,Addie,Peyton Reed,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2006-06-02
The Break Up,118806699,52000000,Vince Vaughn,1,Gary,Peyton Reed,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2006-06-02
The Break Up,118806699,52000000,Jennifer Aniston,2,Brooke,Peyton Reed,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2006-06-02
The Bridges of Madison County,71516617,22000000,Annie Corley,3,Carolyn,Clint Eastwood,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,1995-06-02
The Bridges of Madison County,71516617,22000000,Meryl Streep,2,Francesca Johnson,Clint Eastwood,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,1995-06-02
The Bridges of Madison County,71516617,22000000,Clint Eastwood,1,Robert Kincaid,Clint Eastwood,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,1995-06-02
The Bucket List,93466502,45000000,Sean Hayes,3,Thomas,Rob Reiner,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2008-01-11
The Bucket List,93466502,45000000,Morgan Freeman,2,Carter Chambers,Rob Reiner,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2008-01-11
The Bucket List,93466502,45000000,Jack Nicholson,1,Edward Cole,Rob Reiner,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2008-01-11
The Cabin in the Woods,42073277,30000000,Chris Hemsworth,2,Curt,Joss Whedon,Thriller/Suspense,Original Screenplay,Fantasy,Live Action,0,2012-04-13
The Cabin in the Woods,42073277,30000000,Kristen Connolly,1,Dana,Joss Whedon,Thriller/Suspense,Original Screenplay,Fantasy,Live Action,0,2012-04-13
The Cabin in the Woods,42073277,30000000,Anna Huchison,3,Jules,Joss Whedon,Thriller/Suspense,Original Screenplay,Fantasy,Live Action,0,2012-04-13
The Call,51872378,13000000,Halle Berry,1,Jordan,Brad Anderson,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2013-03-15
The Call,51872378,13000000,Abigail Breslin,2,Casey Welson,Brad Anderson,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2013-03-15
The Call,51872378,13000000,Morris Chestnut,3,Pual Phillips,Brad Anderson,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2013-03-15
The Canyons,59671,250000,Lindsay Lohan,1,Tara,Paul Schrader,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2013-08-02
The Canyons,59671,250000,James Deen,2,Christian,Paul Schrader,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2013-08-02
The Canyons,59671,250000,Nolan Gerard Funk,3,Ryan,Paul Schrader,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2013-08-02
The Cat in the Hat,101018283,109000000,Mike Myers,1,The Cat,Marc Shaiman,Comedy,Based on Fiction Book/Short Story,Fantasy,Live Action,0,2003-11-21
The Cat in the Hat,101018283,109000000,Kelly Preston,3,Joan Walder,Marc Shaiman,Comedy,Based on Fiction Book/Short Story,Fantasy,Live Action,0,2003-11-21
The Cat in the Hat,101018283,109000000,Alec Baldwin,2,Lawrence Quinn,Marc Shaiman,Comedy,Based on Fiction Book/Short Story,Fantasy,Live Action,0,2003-11-21
The Cave,15007991,30000000,Morris Chestnut,2,Buchanan,Judd Malkin,Horror,Original Screenplay,Science Fiction,Live Action,0,2005-08-26
The Cave,15007991,30000000,Cole Hauser,1,Jack,Judd Malkin,Horror,Original Screenplay,Science Fiction,Live Action,0,2005-08-26
The Cave,15007991,30000000,Eddie Cibrian,3,Tyler,Judd Malkin,Horror,Original Screenplay,Science Fiction,Live Action,0,2005-08-26
The Change-Up,37081475,52000000,Ryan Reynolds,1,Mitch Planko,David Dobkin,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-08-05
The Change-Up,37081475,52000000,Jason Bateman,2,Dave Lockwood,David Dobkin,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-08-05
The Change-Up,37081475,52000000,Leslie Mann,3,Jamie Lockwood,David Dobkin,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-08-05
The Chronicles of Narnia: Prince Caspian,141621490,225000000,Ben Barnes,1,Prince Caspian,Andrew Adamson,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1,2008-05-16
The Chronicles of Narnia: Prince Caspian,141621490,225000000,Skandar Keynes,3,Edmund Pevensie,Andrew Adamson,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1,2008-05-16
The Chronicles of Narnia: Prince Caspian,141621490,225000000,Georgie Henley,2,Lucy Pevensie,Andrew Adamson,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1,2008-05-16
The Chronicles of Narnia: The Lion the Witch and the Wardrobe,291710957,180000000,Georgie Henley,1,Lucy Pevensie,Andrew Adamson,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,0,2005-12-09
The Chronicles of Narnia: The Lion the Witch and the Wardrobe,291710957,180000000,William Moseley,3,Peter Pevensie,Andrew Adamson,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,0,2005-12-09
The Chronicles of Narnia: The Lion the Witch and the Wardrobe,291710957,180000000,Skandar Keynes,2,Edmund Pevensie,Andrew Adamson,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,0,2005-12-09
The Chronicles of Narnia: The Voyage of the Dawn Treader,104386950,155000000,Georgie Henley,1,Lucy Pevensie,Ian Gracie,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1,2010-12-10
The Chronicles of Narnia: The Voyage of the Dawn Treader,104386950,155000000,Skandar Keynes,2,Edmund Pevensie,Ian Gracie,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1,2010-12-10
The Chronicles of Narnia: The Voyage of the Dawn Treader,104386950,155000000,Ben Barnes,3,Prince Caspian,Ian Gracie,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1,2010-12-10
The City of Your Final Destination,493296,8300000,Omar Metwally,1,Omar Razaghi,James Ivory,Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2010-04-16
The City of Your Final Destination,493296,8300000,Laura Linney,3,Caroline,James Ivory,Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2010-04-16
The City of Your Final Destination,493296,8300000,Anthony Hopkins,2,Adam,James Ivory,Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2010-04-16
The Cold Light of Day,3763583,20000000,Henry Cavill,1,Will,Anne McCarthy,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2012-09-07
The Cold Light of Day,3763583,20000000,Veronica Echegui,2,Lucia,Anne McCarthy,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2012-09-07
The Cold Light of Day,3763583,20000000,Bruce Willis,3,Martin,Anne McCarthy,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2012-09-07
The Color of Money,52293000,10000000,Paul Newman,1,Eddie,Martin Scorsese,Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,1,1986-10-17
The Color of Money,52293000,10000000,Mary Elizabeth Mastrantonio,3,Carmen,Martin Scorsese,Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,1,1986-10-17
The Color of Money,52293000,10000000,Tom Cruise,2,Vincent,Martin Scorsese,Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,1,1986-10-17
The Color Purple,93589701,15000000,Adolph Caesar,2,Old Mister,Steven Spielberg,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,1985-12-18
The Color Purple,93589701,15000000,Margaret Avery,3,Shug Avery,Steven Spielberg,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,1985-12-18
The Color Purple,93589701,15000000,Danny Glover,1,Albert,Steven Spielberg,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,1985-12-18
The Conjuring,137400141,20000000,Vera Farmiga,1,Lorraine Warren,James Wan,Horror,Original Screenplay,Fantasy,Live Action,0,2013-07-19
