movie_financial_summary_display_name,movie_financial_summary_domestic_box_office,movie_financial_summary_production_budget,movie_acting_role_display_name,movie_acting_role_billing,movie_acting_role_character_name,movie_technical_role_display_name,movie_genre_display_name,movie_source_display_name,movie_creative_type_display_name,movie_production_method_display_name,movie_sequel,movie_theatrical_release_release_date
Borat,128505958,18000000,Pamela Anderson,2,Herself,Larry Charles,Comedy,Based on TV,Contemporary Fiction,Live Action,0,2006-11-03
Borat,128505958,18000000,Sacha Baron Cohen,1,Borat Sagdiyev,Larry Charles,Comedy,Based on TV,Contemporary Fiction,Live Action,0,2006-11-03
Bowfinger,66458769,55000000,Heather Graham,3,Daisy,Frank Oz,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,1999-08-13
Bowfinger,66458769,55000000,Eddie Murphy,2,Kit Ramsey/Jiff Ramsey,Frank Oz,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,1999-08-13
Bowfinger,66458769,55000000,Steve Martin,1,Bowfinger,Frank Oz,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,1999-08-13
Bram Stoker's Dracula,82522790,40000000,Gary Oldman,1,Prince Vlad Dracula,Francis Ford Coppola,Horror,Based on Fiction Book/Short Story,Fantasy,Live Action,0,1992-11-13
Bram Stoker's Dracula,82522790,40000000,Keanu Reeves,3,Jonathan Harker,Francis Ford Coppola,Horror,Based on Fiction Book/Short Story,Fantasy,Live Action,0,1992-11-13
Bram Stoker's Dracula,82522790,40000000,Winona Ryder,2,Mina Murray/Elisabeta,Francis Ford Coppola,Horror,Based on Fiction Book/Short Story,Fantasy,Live Action,0,1992-11-13
Brave,237282182,185000000,Emma Thompson,3,Queen Elinor,Mark Andrews,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2012-06-22
Brave,237282182,185000000,Billy Connolly,2,King Fergus,Mark Andrews,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2012-06-22
Brave,237282182,185000000,Kelly MacDonald,1,Merida,Mark Andrews,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2012-06-22
Bridesmaids,169106725,32500000,Kristen Wiig,1,Annie,Paul Feig,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-05-13
Bridesmaids,169106725,32500000,Maya Rudolph,2,Lilian,Paul Feig,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-05-13
Bridesmaids,169106725,32500000,Rose Byrne,3,Helen,Paul Feig,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-05-13
Bridge to Terabithia,82234139,25000000,Zooey Deschanel,3,Ms. Edmonds,Aaron Zigman,Drama,Based on Fiction Book/Short Story,Fantasy,Live Action,0,2007-02-16
Bridge to Terabithia,82234139,25000000,AnnaSophia Robb,2,Leslie Burke,Aaron Zigman,Drama,Based on Fiction Book/Short Story,Fantasy,Live Action,0,2007-02-16
Bridge to Terabithia,82234139,25000000,Josh Hutcherson,1,Jesse Aaron,Aaron Zigman,Drama,Based on Fiction Book/Short Story,Fantasy,Live Action,0,2007-02-16
Brighton Rock,229653,11000000,Helen Mirren,3,Ida,Rowan Jaffe,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2011-08-26
Brighton Rock,229653,11000000,Sam Riley,1,Pinkie,Rowan Jaffe,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2011-08-26
Brighton Rock,229653,11000000,Andrea Riseborough,2,Rose,Rowan Jaffe,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2011-08-26
Brokeback Mountain,83043761,13900000,Linda Cardellini,3,Cassie Cartwright,Ang Lee,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2005-12-09
Brokeback Mountain,83043761,13900000,Jake Gyllenhaal,2,Jack Twist,Ang Lee,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2005-12-09
Brokeback Mountain,83043761,13900000,Heath Ledger,1,Ennis Del Mar,Ang Lee,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2005-12-09
Broken Arrow,70645997,65000000,Samantha Mathis,3,Terry Carmichael,John Woo,Action,Original Screenplay,Contemporary Fiction,Live Action,0,1996-02-09
Broken Arrow,70645997,65000000,Christian Slater,2,Riley Hale,John Woo,Action,Original Screenplay,Contemporary Fiction,Live Action,0,1996-02-09
Broken Arrow,70645997,65000000,John Travolta,1,Vic Deakins,John Woo,Action,Original Screenplay,Contemporary Fiction,Live Action,0,1996-02-09
Bruce Almighty,242704995,81000000,Jennifer Aniston,3,Grace,Tom Shadyac,Comedy,Original Screenplay,Fantasy,Live Action,0,2003-05-23
Bruce Almighty,242704995,81000000,Morgan Freeman,2,God,Tom Shadyac,Comedy,Original Screenplay,Fantasy,Live Action,0,2003-05-23
Bruce Almighty,242704995,81000000,Jim Carrey,1,Bruce Nolan,Tom Shadyac,Comedy,Original Screenplay,Fantasy,Live Action,0,2003-05-23
Bullet to the Head,9489829,55000000,Sung Kang,2,Taylor Kwon,JJ Perry,Action,Based on Comic/Graphic Novel,Contemporary Fiction,Live Action,0,2013-02-01
Bullet to the Head,9489829,55000000,Sarah Shahi,3,Lisa Bonomo,JJ Perry,Action,Based on Comic/Graphic Novel,Contemporary Fiction,Live Action,0,2013-02-01
Bullet to the Head,9489829,55000000,Sylvester Stallone,1,James Bonomo,JJ Perry,Action,Based on Comic/Graphic Novel,Contemporary Fiction,Live Action,0,2013-02-01
Burn After Reading,60355347,37000000,John Malkovich,3,Osbourne Cox,Ethan Coen,Black Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2008-09-12
Burn After Reading,60355347,37000000,George Clooney,1,Harry Pfarrer,Ethan Coen,Black Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2008-09-12
Burn After Reading,60355347,37000000,Frances McDormand,2,Linda Litzke,Ethan Coen,Black Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2008-09-12
Ca$h,46488,7000000,Sean Bean,1,,,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2010-03-26
Ca$h,46488,7000000,Chris Hemsworth,2,,,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2010-03-26
Ca$h,46488,7000000,Victoria Profeta,3,,,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2010-03-26
Cape Fear,79091969,35000000,Jessica Lange,3,Leigh Bowden,Martin Scorsese,Thriller/Suspense,Remake,Contemporary Fiction,Live Action,0,1991-11-15
Cape Fear,79091969,35000000,Nick Nolte,2,Sam Bowden,Martin Scorsese,Thriller/Suspense,Remake,Contemporary Fiction,Live Action,0,1991-11-15
Cape Fear,79091969,35000000,Robert De Niro,1,Max Cady,Martin Scorsese,Thriller/Suspense,Remake,Contemporary Fiction,Live Action,0,1991-11-15
Captain America: The First Avenger,176654505,140000000,Hugo Weaving,3,Johann Schmidt / Red Skull,Joe Johnston,Action,Based on Comic/Graphic Novel,Super Hero,Live Action,0,2011-07-22
Captain America: The First Avenger,176654505,140000000,Chris Evans,1,Steve Rogers / Captain America,Joe Johnston,Action,Based on Comic/Graphic Novel,Super Hero,Live Action,0,2011-07-22
Captain America: The First Avenger,176654505,140000000,Tommy Lee Jones,2,Chester Philips,Joe Johnston,Action,Based on Comic/Graphic Novel,Super Hero,Live Action,0,2011-07-22
Captain Phillips,102784254,55000000,Tom Hanks,1,Captain Richard Philips,Paul Greengrass,Drama,Based on Real Life Events,Dramatization,Live Action,0,2013-10-11
Captain Phillips,102784254,55000000,Barkhad Abdi,2,Muse,Paul Greengrass,Drama,Based on Real Life Events,Dramatization,Live Action,0,2013-10-11
Captain Phillips,102784254,55000000,Barkhad Abdirahman,3,Bilal,Paul Greengrass,Drama,Based on Real Life Events,Dramatization,Live Action,0,2013-10-11
Carlos,145526,18000000,Edgar Ramirez,1,Carlos the Jackel,Daniel Leconte,Drama,Based on Real Life Events,Dramatization,Live Action,0,2010-10-15
Carlos,145526,18000000,Alexander Scheer,2,Johannes Weinrich,Daniel Leconte,Drama,Based on Real Life Events,Dramatization,Live Action,0,2010-10-15
Carlos,145526,18000000,Nora von Waldstatten,3,Magdalena Kopp,Daniel Leconte,Drama,Based on Real Life Events,Dramatization,Live Action,0,2010-10-15
Carrie,35266619,30000000,Chloë Grace Moretz,1,Carrie White,Kimberly Peirce,Horror,Remake,Fantasy,Live Action,0,2013-10-18
Carrie,35266619,30000000,Julianne Moore,2,Margaret White,Kimberly Peirce,Horror,Remake,Fantasy,Live Action,0,2013-10-18
Carrie,35266619,30000000,Judy Greer,3,Miss Desjardin,Kimberly Peirce,Horror,Remake,Fantasy,Live Action,0,2013-10-18
Cars,244082982,70000000,Bonnie Hunt,3,Sally,John Lasseter,Comedy,Original Screenplay,Kids Fiction,Digital Animation,0,2006-06-09
Cars,244082982,70000000,Owen Wilson,1,Lightning McQueen,John Lasseter,Comedy,Original Screenplay,Kids Fiction,Digital Animation,0,2006-06-09
Cars,244082982,70000000,Paul Newman,2,Doc Hudson,John Lasseter,Comedy,Original Screenplay,Kids Fiction,Digital Animation,0,2006-06-09
Cars 2,191450875,200000000,Owen Wilson,2,Lightning McQueen,Brad Lewis,Adventure,Original Screenplay,Kids Fiction,Digital Animation,1,2011-06-24
Cars 2,191450875,200000000,Dan Whitney,1,Mater,Brad Lewis,Adventure,Original Screenplay,Kids Fiction,Digital Animation,1,2011-06-24
Cars 2,191450875,200000000,Michael Caine,3,Finn McMissle,Brad Lewis,Adventure,Original Screenplay,Kids Fiction,Digital Animation,1,2011-06-24
Casablanca,10462500,1039000,Ingrid Bergman,2,Ilsa Lund Laszlo,Michael Curtiz,Drama,Based on Play,Historical Fiction,Live Action,0,1943-01-23
Casablanca,10462500,1039000,Humphrey Bogart,1,Rick Blaine,Michael Curtiz,Drama,Based on Play,Historical Fiction,Live Action,0,1943-01-23
Casablanca,10462500,1039000,Paul Henreid,3,Victor Laszlo,Michael Curtiz,Drama,Based on Play,Historical Fiction,Live Action,0,1943-01-23
Case 39,13261851,27000000,Jodelle Ferland,2,Lillith Sullivan,Kevin Misher,Horror,Original Screenplay,Fantasy,Live Action,0,2010-10-01
Case 39,13261851,27000000,Ian McShane,3,Detective Mike Barron,Kevin Misher,Horror,Original Screenplay,Fantasy,Live Action,0,2010-10-01
Case 39,13261851,27000000,Renee Zellweger,1,Emily Jenkins,Kevin Misher,Horror,Original Screenplay,Fantasy,Live Action,0,2010-10-01
Casino Jack,2039869,12500000,Kevin Spacey,1,Jack Abramoff,Gary Howsam,Thriller/Suspense,Based on Real Life Events,Historical Fiction,Live Action,0,2010-12-17
Casino Jack,2039869,12500000,Barry Pepper ,2,Michael Scanlon,Gary Howsam,Thriller/Suspense,Based on Real Life Events,Historical Fiction,Live Action,0,2010-12-17
Casino Jack,2039869,12500000,Kelly Preston,3,Pam Abramof,Gary Howsam,Thriller/Suspense,Based on Real Life Events,Historical Fiction,Live Action,0,2010-12-17
Cast Away,233632142,85000000,Nick Searcy,3,Stan,Robert Zemeckis,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2000-12-22
Cast Away,233632142,85000000,Helen Hunt,2,Kelly Frears,Robert Zemeckis,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2000-12-22
Cast Away,233632142,85000000,Tom Hanks,1,Chuck Noland,Robert Zemeckis,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2000-12-22
Catch Me if You Can,164606800,52000000,Leonardo DiCaprio,1,Frank W. Abagnale,Steven Spielberg,Drama,Based on Factual Book/Article,Dramatization,Live Action,0,2002-12-25
Catch Me if You Can,164606800,52000000,Christopher Walken,3,Frank Abagnale Sr.,Steven Spielberg,Drama,Based on Factual Book/Article,Dramatization,Live Action,0,2002-12-25
Catch Me if You Can,164606800,52000000,Tom Hanks,2,Joe Shaye,Steven Spielberg,Drama,Based on Factual Book/Article,Dramatization,Live Action,0,2002-12-25
Celebrity,5078660,12000000,Judy Davis,3,Robin Simon,Woody Allen,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,1998-11-20
Celebrity,5078660,12000000,Kenneth Branagh,2,Lee Simon,Woody Allen,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,1998-11-20
Celebrity,5078660,12000000,Hank Azaria,1,David,Woody Allen,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,1998-11-20
Chain Letter,205842,3000000,Michael J. Pagan,2,Michael Grant,Deon Taylor,Horror,Original Screenplay,Contemporary Fiction,Live Action,0,2010-10-01
Chain Letter,205842,3000000,Noah Segan,3,Dante,Deon Taylor,Horror,Original Screenplay,Contemporary Fiction,Live Action,0,2010-10-01
Chain Letter,205842,3000000,Nikki Reed,1,Jessie Campbell,Deon Taylor,Horror,Original Screenplay,Contemporary Fiction,Live Action,0,2010-10-01
Changing Lanes,66790248,45000000,Toni Collette,3,Michelle,Scott Rudin,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2002-04-12
Changing Lanes,66790248,45000000,Samuel L. Jackson,2,Doyle Gibson,Scott Rudin,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2002-04-12
Changing Lanes,66790248,45000000,Ben Affleck,1,Gavin Banek,Scott Rudin,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2002-04-12
Charlie and the Chocolate Factory,206459076,150000000,Freddie Highmore,2,Charlie Bucket,Tim Burton,Comedy,Remake,Kids Fiction,Live Action,0,2005-07-15
Charlie and the Chocolate Factory,206459076,150000000,Johnny Depp,1,Willy Wonka,Tim Burton,Comedy,Remake,Kids Fiction,Live Action,0,2005-07-15
Charlie and the Chocolate Factory,206459076,150000000,David Kelly,3,Grandpa Joe,Tim Burton,Comedy,Remake,Kids Fiction,Live Action,0,2005-07-15
Charlie Bartlett,3950294,12000000,Anton Yelchin,1,Charlie Bartlett,Jon Poll,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2008-02-22
Charlie Bartlett,3950294,12000000,Kat Dennings,3,Susan Gardner,Jon Poll,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2008-02-22
Charlie Bartlett,3950294,12000000,Hope Davis,2,Marilyn Bartlett,Jon Poll,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2008-02-22
Charlie St. Cloud,31206263,44000000,Amanda Crew,3,Tess Carroll,Michael Fottrell,Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2010-07-30
Charlie St. Cloud,31206263,44000000,Zac Efron,1,Charlie St. Cloud,Michael Fottrell,Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2010-07-30
Charlie St. Cloud,31206263,44000000,Charlie Tahan,2,Sam St. Cloud,Michael Fottrell,Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2010-07-30
Charlie Wilson's War,66661095,75000000,Philip Seymour Hoffman,3,Gust Avrakotos,Mike Nichols,Drama,Based on Factual Book/Article,Dramatization,Live Action,0,2007-12-21
Charlie Wilson's War,66661095,75000000,Julia Roberts,2,Joanne Herring,Mike Nichols,Drama,Based on Factual Book/Article,Dramatization,Live Action,0,2007-12-21
Charlie Wilson's War,66661095,75000000,Tom Hanks,1,Charlie Wilson,Mike Nichols,Drama,Based on Factual Book/Article,Dramatization,Live Action,0,2007-12-21
Charlie's Angels,125305545,90000000,Cameron Diaz,1,Natalie,Joseph McGinty Nichol,Adventure,Based on TV,Contemporary Fiction,Live Action,0,2000-11-03
Charlie's Angels,125305545,90000000,Lucy Alexis Liu,3,Alex,Joseph McGinty Nichol,Adventure,Based on TV,Contemporary Fiction,Live Action,0,2000-11-03
Charlie's Angels,125305545,90000000,Drew Barrymore,2,Dylan,Joseph McGinty Nichol,Adventure,Based on TV,Contemporary Fiction,Live Action,0,2000-11-03
Charlotte's Web,82985708,82500000,Sam Shepard,2,Narrator,Gary Winick,Drama,Based on Fiction Book/Short Story,Fantasy,Live Action,0,2006-12-15
Charlotte's Web,82985708,82500000,Julia Roberts,3,Charlotte the Spider,Gary Winick,Drama,Based on Fiction Book/Short Story,Fantasy,Live Action,0,2006-12-15
Charlotte's Web,82985708,82500000,Dakota Fanning,1,Fern,Gary Winick,Drama,Based on Fiction Book/Short Story,Fantasy,Live Action,0,2006-12-15
Chasing Mavericks,6002756,20000000,Jonny Weston,2,Jay Moriarity,Curtis Hanson,Drama,Based on Real Life Events,Dramatization,Live Action,0,2012-10-26
Chasing Mavericks,6002756,20000000,Gerard Butler,1,Frosty Hesson,Curtis Hanson,Drama,Based on Real Life Events,Dramatization,Live Action,0,2012-10-26
Chasing Mavericks,6002756,20000000,Elisabeth Shue,3,Kristy Moriarity,Curtis Hanson,Drama,Based on Real Life Events,Dramatization,Live Action,0,2012-10-26
Cheaper by the Dozen,138614544,40000000,Steve Martin,1,Tom Baker,Shawn Levy,Comedy,Remake,Contemporary Fiction,Live Action,0,2003-12-25
Cheaper by the Dozen,138614544,40000000,Piper Perabo,3,Nora Baker,Shawn Levy,Comedy,Remake,Contemporary Fiction,Live Action,0,2003-12-25
Cheaper by the Dozen,138614544,40000000,Bonnie Hunt,2,Kate Baker,Shawn Levy,Comedy,Remake,Contemporary Fiction,Live Action,0,2003-12-25
Chernobyl Diaries,18119640,1000000,Ingrid Bolso Berdal,1,Zoe,Oren Peli,Horror,Original Screenplay,Science Fiction,Live Action,0,2012-05-25
Chernobyl Diaries,18119640,1000000,Dimitri Diatchenko,2,Uri,Oren Peli,Horror,Original Screenplay,Science Fiction,Live Action,0,2012-05-25
Chernobyl Diaries,18119640,1000000,Olivia Taylor Dudley,3,Natalie,Oren Peli,Horror,Original Screenplay,Science Fiction,Live Action,0,2012-05-25
Chicago,170687518,30000000,Richard Gere,3,Billy Flynn,Rob Marshall,Musical,Based on Musical or Opera,Historical Fiction,Live Action,0,2002-12-27
Chicago,170687518,30000000,Catherine Zeta-Jones,1,Velma Kelly,Rob Marshall,Musical,Based on Musical or Opera,Historical Fiction,Live Action,0,2002-12-27
Chicago,170687518,30000000,Renee Zellweger,2,Roxie Hart,Rob Marshall,Musical,Based on Musical or Opera,Historical Fiction,Live Action,0,2002-12-27
Chicken Little,135386665,60000000,Amy Sedaris,2,Foxy Loxy,Mark Dindal,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2005-11-04
Chicken Little,135386665,60000000,Zach Braff,1,Chicken Little,Mark Dindal,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2005-11-04
Chicken Little,135386665,60000000,Joan Cusack,3,Abby Mallard,Mark Dindal,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2005-11-04
Chloe,3075255,13000000,Julianne Moore,1,Catherine Stewart,Atom Egoyan,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2010-03-26
Chloe,3075255,13000000,Amanda Seyfried,3,Chloe,Atom Egoyan,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2010-03-26
Chloe,3075255,13000000,Liam Neeson,2,David Stewart,Atom Egoyan,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2010-03-26
Chocolat,71309760,25000000,Alfred Molina,3,Comte de Reynaud,Lasse Hallstrom,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2000-12-15
Chocolat,71309760,25000000,Juliette Binoche,1,Vianne Rocher,Lasse Hallstrom,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2000-12-15
Chocolat,71309760,25000000,Judi Dench,2,Amande Voizin,Lasse Hallstrom,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2000-12-15
Chronicle,64575175,12000000,Dane DeHaan,1,Andrew Detmer,Josh Trank,Thriller/Suspense,Original Screenplay,Science Fiction,Live Action,0,2012-02-03
Chronicle,64575175,12000000,Alex Russell,2,Matt Garetty,Josh Trank,Thriller/Suspense,Original Screenplay,Science Fiction,Live Action,0,2012-02-03
Chronicle,64575175,12000000,Michael B. Jordan,3,Steve Montgomery,Josh Trank,Thriller/Suspense,Original Screenplay,Science Fiction,Live Action,0,2012-02-03
Cinderella Man,61649911,88000000,Paul Giamatti,3,Joe Gould,Ron Howard,Drama,Based on Real Life Events,Dramatization,Live Action,0,2005-06-03
Cinderella Man,61649911,88000000,Russell Crowe,1,Jim Braddock,Ron Howard,Drama,Based on Real Life Events,Dramatization,Live Action,0,2005-06-03
Cinderella Man,61649911,88000000,Renee Zellweger,2,Mrs. Braddock,Ron Howard,Drama,Based on Real Life Events,Dramatization,Live Action,0,2005-06-03
Clash of the Titans,163214888,125000000,Ralph Fiennes,3,Hades,Louis Leterrier,Action,Remake,Fantasy,Live Action,0,2010-04-01
Clash of the Titans,163214888,125000000,Liam Neeson,2,Zeus,Louis Leterrier,Action,Remake,Fantasy,Live Action,0,2010-04-01
Clash of the Titans,163214888,125000000,Sam Worthington,1,Perseus,Louis Leterrier,Action,Remake,Fantasy,Live Action,0,2010-04-01
Click,137355633,82500000,Kate Beckinsale,2,Donna Newman,Frank Coraci,Comedy,Original Screenplay,Fantasy,Live Action,0,2006-06-23
Click,137355633,82500000,Christopher Walken,3,Morty,Frank Coraci,Comedy,Original Screenplay,Fantasy,Live Action,0,2006-06-23
Click,137355633,82500000,Adam Sandler,1,Michael Newman,Frank Coraci,Comedy,Original Screenplay,Fantasy,Live Action,0,2006-06-23
Close Encounters of the Third Kind,166000000,20000000,Melinda Dillon,3,Jillian Guiler,Steven Spielberg,Adventure,Original Screenplay,Science Fiction,Live Action,0,1977-11-16
Close Encounters of the Third Kind,166000000,20000000,Teri Garr,2,Ronnie Neary,Steven Spielberg,Adventure,Original Screenplay,Science Fiction,Live Action,0,1977-11-16
Close Encounters of the Third Kind,166000000,20000000,Richard Dreyfuss,1,Roy Neary,Steven Spielberg,Adventure,Original Screenplay,Science Fiction,Live Action,0,1977-11-16
Cloud Atlas,27108272,102000000,Tom Hanks,1,Dr. Henry Goose/Hotel Manager/Isaac Sachs/Dermot Hoggins/Cavendish Look-A-Like Actor/Zachry,Andy Wachowski,Drama,Based on Fiction Book/Short Story,Multiple Creative Types,Live Action,0,2012-10-26
Cloud Atlas,27108272,102000000,Halle Berry,2,Native Woman/Jocasta Ayrs/Luisa Rey/Indian Party Guest/Ovid/Meronym,Andy Wachowski,Drama,Based on Fiction Book/Short Story,Multiple Creative Types,Live Action,0,2012-10-26
Cloud Atlas,27108272,102000000,Jim Broadbent,3,Captian Molyneux/Vyvyan Ayrs/Timothy Cavendish/Korean Musician/Prescient 2,Andy Wachowski,Drama,Based on Fiction Book/Short Story,Multiple Creative Types,Live Action,0,2012-10-26
Cloudy with a Chance of Meatballs,124870275,100000000,James Caan,3,Tim Lockwood,Christopher Miller,Comedy,Based on Fiction Book/Short Story,Kids Fiction,Digital Animation,0,2009-09-18
Cloudy with a Chance of Meatballs,124870275,100000000,Bill Hader,1,Flint Lockwood,Christopher Miller,Comedy,Based on Fiction Book/Short Story,Kids Fiction,Digital Animation,0,2009-09-18
Cloudy with a Chance of Meatballs,124870275,100000000,Anna Faris,2,Sam Sparks,Christopher Miller,Comedy,Based on Fiction Book/Short Story,Kids Fiction,Digital Animation,0,2009-09-18
Cloudy with a Chance of Meatballs 2,115057479,78000000,James Caan,3,Tim,Cody Cameron,Adventure,Based on Fiction Book/Short Story,Kids Fiction,Digital Animation,1,2013-09-27
Cloudy with a Chance of Meatballs 2,115057479,78000000,Bill Hader,1,Flint,Cody Cameron,Adventure,Based on Fiction Book/Short Story,Kids Fiction,Digital Animation,1,2013-09-27
Cloudy with a Chance of Meatballs 2,115057479,78000000,Anna Faris,2,Sam,Cody Cameron,Adventure,Based on Fiction Book/Short Story,Kids Fiction,Digital Animation,1,2013-09-27
Cloverfield,80048433,25000000,T.J. Miller,3,Hud,Matt Reeves,Action,Original Screenplay,Science Fiction,Live Action,0,2008-01-18
Cloverfield,80048433,25000000,Jessica Lucas,2,Lily Ford,Matt Reeves,Action,Original Screenplay,Science Fiction,Live Action,0,2008-01-18
Cloverfield,80048433,25000000,Lizzy Caplan,1,Marlena Diamond,Matt Reeves,Action,Original Screenplay,Science Fiction,Live Action,0,2008-01-18
Coach Carter,67264877,45000000,Rob Brown,3,Kenyon Stone,Thomas Carter,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2005-01-14
Coach Carter,67264877,45000000,Robert Ri'chard,2,Damien Carter,Thomas Carter,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2005-01-14
Coach Carter,67264877,45000000,Samuel L. Jackson,1,Coach Carter,Thomas Carter,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2005-01-14
Collateral,100170152,60000000,Jada Pinkett Smith,3,Annie,Michael Mann,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2004-08-06
Collateral,100170152,60000000,Jamie Foxx,2,Max,Michael Mann,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2004-08-06
Collateral,100170152,60000000,Tom Cruise,1,Vincent,Michael Mann,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2004-08-06
Colombiana,36665854,40000000,Zoe Saldana,1,Cataleya Restrepo,Olivier Megaton,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2011-08-26
Colombiana,36665854,40000000,Lennie James,3,Special Agent Ross,Olivier Megaton,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2011-08-26
Colombiana,36665854,40000000,Jordi Molla,2,Marco,Olivier Megaton,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2011-08-26
Conan the Barbarian 3D,21295021,90000000,Jason Momoa,1,Conan,Robert E. Howard,Action,Based on Fiction Book/Short Story,Fantasy,Live Action,0,2011-08-19
Conan the Barbarian 3D,21295021,90000000,Stephen Lang,3,Khalar Zym,Robert E. Howard,Action,Based on Fiction Book/Short Story,Fantasy,Live Action,0,2011-08-19
Conan the Barbarian 3D,21295021,90000000,Rachel Nichols,2,Tamara,Robert E. Howard,Action,Based on Fiction Book/Short Story,Fantasy,Live Action,0,2011-08-19
Confessions of a Dangerous Mind,16007718,29000000,Julia Roberts,3,Patricia Watson,George Clooney,Drama,Based on Fiction Book/Short Story,Dramatization,Live Action,0,2002-12-31
Confessions of a Dangerous Mind,16007718,29000000,George Clooney,2,CIA Agent Jim Byrd,George Clooney,Drama,Based on Fiction Book/Short Story,Dramatization,Live Action,0,2002-12-31
Confessions of a Dangerous Mind,16007718,29000000,Drew Barrymore,1,Penny,George Clooney,Drama,Based on Fiction Book/Short Story,Dramatization,Live Action,0,2002-12-31
Congo,81022333,50000000,Dylan Walsh,2,Dr. Peter Elliot,Frank Marshall,Adventure,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,1995-06-09
Congo,81022333,50000000,Ernie Hudson,3,Monroe Kelly,Frank Marshall,Adventure,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,1995-06-09
Congo,81022333,50000000,Laura Linney,1,Karen Ross,Frank Marshall,Adventure,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,1995-06-09
Contagion,75658097,60000000,Gwyneth Paltrow,1,Beth Emhoff,Steven Soderbergh,Thriller/Suspense,Original Screenplay,Science Fiction,Live Action,0,2011-09-09
Contagion,75658097,60000000,Chui Tien You,2,Li Fai,Steven Soderbergh,Thriller/Suspense,Original Screenplay,Science Fiction,Live Action,0,2011-09-09
Contagion,75658097,60000000,Josie Ho,3,Li Fai's Sister,Steven Soderbergh,Thriller/Suspense,Original Screenplay,Science Fiction,Live Action,0,2011-09-09
Contraband,66528000,25000000,Mark Wahlberg,1,Chris Farraday,Baltasar Kormakur,Action,Remake,Contemporary Fiction,Live Action,0,2012-01-13
Contraband,66528000,25000000,Kate Beckinsale,2,Kate Farraday,Baltasar Kormakur,Action,Remake,Contemporary Fiction,Live Action,0,2012-01-13
